sentence,labels,scores,ESG
the rest  are spare units used in the event of a major failure.,"['transparancy', 'natural resources', 'health and safety', 'emissions', 'board accountability', 'diversity and inclusion', 'corporate compliance', 'pollution', 'philanthropy', 'training and education']","[0.42458409037443556, 0.33045698964290093, 0.07749544857294727, 0.048392799576799386, 0.03919055532754302, 0.03294923526660149, 0.029092311894505708, 0.0075596651044635005, 0.007246461575478241, 0.003032442664324875]","['G', 'E', 'S', 'E', 'G', 'S', 'G', 'E', 'S', 'S']"
"by the end of 2022, we had replaced ten units and eliminated two, which also allowed us to eliminate 13.6 tonnes of mineral oil.","['natural resources', 'emissions', 'pollution', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'health and safety', 'philanthropy', 'training and education']","[0.21111505713103165, 0.2043472235747207, 0.18742824864524849, 0.10945651158184616, 0.08194181969523312, 0.07734602932230937, 0.060718354416297915, 0.04476584167559839, 0.01983081644604078, 0.0030500975116734158]","['E', 'E', 'E', 'G', 'G', 'S', 'G', 'S', 'S', 'S']"
what are the challenges associated with this project?,"['natural resources', 'diversity and inclusion', 'transparancy', 'philanthropy', 'training and education', 'corporate compliance', 'emissions', 'board accountability', 'health and safety', 'pollution']","[0.40701616884842934, 0.1849738174775096, 0.14243135489608905, 0.08598948538158178, 0.0843670482949881, 0.03833631446846199, 0.028332342335872437, 0.01412360236953343, 0.009806927281982984, 0.0046229386455513]","['E', 'S', 'G', 'S', 'S', 'G', 'E', 'G', 'S', 'E']"
vc: each transformer and its installation are unique and is thus treated as a separate project.,"['natural resources', 'transparancy', 'diversity and inclusion', 'emissions', 'health and safety', 'corporate compliance', 'philanthropy', 'board accountability', 'pollution', 'training and education']","[0.3790403318827704, 0.2193719078501099, 0.1402706722157673, 0.10592644097311286, 0.052136707583054026, 0.044683701505788403, 0.026656501123330893, 0.01788581045059101, 0.012833010964348808, 0.0011949154511263352]","['E', 'G', 'S', 'E', 'S', 'G', 'S', 'G', 'E', 'S']"
each project involves very specific processes and requires timely coordination to minimise the impact on the end-users while the process of swapping the electric power supply of the downstream installations from the old to the new transformer is under way.,"['transparancy', 'natural resources', 'emissions', 'diversity and inclusion', 'corporate compliance', 'board accountability', 'pollution', 'health and safety', 'philanthropy', 'training and education']","[0.4409562703976324, 0.2323334914136236, 0.11054960044205953, 0.06038468348485495, 0.053391080626492844, 0.05195334148528114, 0.024255721140494617, 0.01822532163400174, 0.007206503456680397, 0.0007439859188787811]","['G', 'E', 'E', 'S', 'G', 'G', 'E', 'S', 'S', 'S']"
"valrie, what actions has sy-epc been able to take?","['board accountability', 'corporate compliance', 'health and safety', 'diversity and inclusion', 'natural resources', 'transparancy', 'emissions', 'training and education', 'pollution', 'philanthropy']","[0.2663583220146254, 0.21027366330620473, 0.1418352122868479, 0.11696404859664125, 0.09417524774885844, 0.07260990333748889, 0.04954025857224864, 0.021460202388206947, 0.018879005725820967, 0.007904136023056889]","['G', 'G', 'S', 'S', 'E', 'G', 'E', 'S', 'E', 'S']"
vm: the transformers that our group deals with have different requirements to those of en-el; the challenges are of a more complex nature and require a careful design phase so that each transformer meets the specifications.,"['transparancy', 'diversity and inclusion', 'training and education', 'natural resources', 'board accountability', 'emissions', 'corporate compliance', 'health and safety', 'philanthropy', 'pollution']","[0.3133984388593842, 0.22336424862203336, 0.20572630898205424, 0.1328984195580449, 0.044790957515253055, 0.02884175255661787, 0.024234877212348082, 0.015381247736501071, 0.007045669199728805, 0.004318079758034475]","['G', 'S', 'S', 'E', 'G', 'E', 'G', 'S', 'S', 'E']"
"the design studies have begun, as has the investigation of existing oil leaks and non-compliant oil retention pits.","['pollution', 'natural resources', 'emissions', 'health and safety', 'corporate compliance', 'transparancy', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.230898446637478, 0.22784378479456063, 0.19437662327345123, 0.1494525827389165, 0.08266550895476812, 0.054451406452249725, 0.046296921024256935, 0.011723720333221931, 0.0019387861166715202, 0.00035221967442540807]","['E', 'E', 'E', 'S', 'G', 'G', 'G', 'S', 'S', 'S']"
oil transformers that are no longer in use have been disposed of or recycled.,"['natural resources', 'emissions', 'pollution', 'transparancy', 'health and safety', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'philanthropy', 'training and education']","[0.30028336360444197, 0.26474588991795556, 0.22261274561258104, 0.10206470337532657, 0.042803111866932, 0.028307774302823288, 0.016948848748897183, 0.01313113787440929, 0.008478001842598868, 0.0006244228540341966]","['E', 'E', 'E', 'G', 'S', 'G', 'S', 'G', 'S', 'S']"
we eliminated 42 tonnes of mineral oil in 2022 and will pursue the replacement and consolidation programme during the next technical stops and long shutdowns.,"['natural resources', 'emissions', 'pollution', 'corporate compliance', 'transparancy', 'health and safety', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.2758956498324386, 0.23442989577431197, 0.20722802037679705, 0.09183918185900605, 0.0679019584592882, 0.06743189671302059, 0.0343649855209955, 0.013561472734214335, 0.00644092983590395, 0.0009060088940237691]","['E', 'E', 'E', 'G', 'G', 'S', 'G', 'S', 'S', 'S']"
the laboratory has defined a preliminary high-level strategy  for transforming cern technology into environmental applications (see in focus).,"['natural resources', 'transparancy', 'emissions', 'pollution', 'diversity and inclusion', 'health and safety', 'board accountability', 'philanthropy', 'corporate compliance', 'training and education']","[0.5441619292293197, 0.18099836102048505, 0.17375901543564704, 0.08660746365407145, 0.00783710061329064, 0.0031019589844388466, 0.0016955990477943261, 0.0008275106671654209, 0.000714838060761154, 0.0002962232870264265]","['E', 'G', 'E', 'E', 'S', 'S', 'G', 'S', 'G', 'S']"
"in 2022, the cern innovation programme on environmental applications (cipea) was endorsed by the cern management, marking the first step in building a roadmap to expand the development of cern's technologies that can potentially help to protect the environment.","['natural resources', 'transparancy', 'pollution', 'emissions', 'diversity and inclusion', 'board accountability', 'philanthropy', 'corporate compliance', 'health and safety', 'training and education']","[0.6723924423234298, 0.08002764914115301, 0.0793738377895036, 0.06005083352495644, 0.0528368804564565, 0.0378910396253884, 0.007891327491215136, 0.004258959244237083, 0.0038437720962483544, 0.0014332583074117135]","['E', 'G', 'E', 'E', 'S', 'G', 'S', 'G', 'S', 'S']"
"the programme invited the cern community to come up with innovative ideas for environmental applications based on cerns technologies, knowledge and facilities, around four focus areas where cern's know-how can be of use.","['natural resources', 'diversity and inclusion', 'training and education', 'philanthropy', 'transparancy', 'emissions', 'pollution', 'board accountability', 'health and safety', 'corporate compliance']","[0.5480458949210951, 0.12935117605656968, 0.08429970303025981, 0.06897111714221972, 0.06522817710508931, 0.06467600522481659, 0.03149348148955226, 0.006224144013913826, 0.0009862602701383343, 0.0007240407463453245]","['E', 'S', 'S', 'S', 'G', 'E', 'E', 'G', 'S', 'G']"
these are renewable and low-carbon energy; clean transportation and future mobility; climate change and pollution control; and sustainability and green science.,"['emissions', 'pollution', 'natural resources', 'transparancy', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.8241405542266558, 0.1443515711483726, 0.014917826273634869, 0.014486721588530926, 0.001043057101461236, 0.0005129838959702116, 0.0001597996322538267, 0.00013996677216778248, 0.00012931070576787166, 0.00011820865518488759]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"cern and abb motion, a global company specialising in  digitally enabled motor and drive solutions to support future low-carbon industry, infrastructure and transportation, started a collaboration in 2021 to improve the energy efficiency of cerns cooling and ventilation infrastructure.","['emissions', 'transparancy', 'natural resources', 'pollution', 'diversity and inclusion', 'corporate compliance', 'philanthropy', 'board accountability', 'health and safety', 'training and education']","[0.5400862010687151, 0.13927955622390756, 0.12897233230315536, 0.08674970429285507, 0.04863214141512669, 0.01937039674757348, 0.01378837634835078, 0.013372690389251225, 0.007827957934085656, 0.001920643276979138]","['E', 'G', 'E', 'E', 'S', 'G', 'S', 'G', 'S', 'S']"
"hydrogen is a promising candidate for transport  decarbonisation, but its safe high-density storage in liquid phase at cryogenic temperatures (20 k, -253 c) remains a challenge.","['natural resources', 'emissions', 'transparancy', 'diversity and inclusion', 'health and safety', 'board accountability', 'pollution', 'corporate compliance', 'philanthropy', 'training and education']","[0.4239695806368681, 0.37688059880932756, 0.10544241520550647, 0.05768649117017674, 0.018777340575527855, 0.007396107931223206, 0.005643565096351489, 0.001982123700413729, 0.0015983853102717852, 0.0006233915643330379]","['E', 'E', 'G', 'S', 'S', 'G', 'E', 'G', 'S', 'S']"
"in 2022, to help address this issue, cern partnered with the spanish company applus+ to support it in developing new testing capabilities for the mechanical characterisation of composite materials used for hydrogen tanks.","['emissions', 'natural resources', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'health and safety', 'pollution', 'philanthropy', 'training and education']","[0.26554778758028463, 0.2431086759682014, 0.12147640203546586, 0.08118929688160187, 0.07371920845858236, 0.06155147072434681, 0.05575194744292435, 0.050689206053661645, 0.04137362216624701, 0.005592382688684067]","['E', 'E', 'G', 'G', 'S', 'G', 'S', 'E', 'S', 'S']"
"a cryostat based on a cern model, adapted to the companys needs thanks to cerns experience in cryogenics, will be built by the company at its premises.","['natural resources', 'corporate compliance', 'diversity and inclusion', 'health and safety', 'transparancy', 'board accountability', 'philanthropy', 'emissions', 'training and education', 'pollution']","[0.32056688492670715, 0.21979447652781312, 0.145920480877815, 0.10728635909793405, 0.08636985177892442, 0.039223717476229415, 0.0320782089519602, 0.025774284087728333, 0.015245816873378401, 0.00773991940150994]","['E', 'G', 'S', 'S', 'G', 'G', 'S', 'E', 'S', 'E']"
"enrico chesta, environmental and aerospace applications  coordinator in cerns knowledge transfer group.","['training and education', 'natural resources', 'emissions', 'diversity and inclusion', 'pollution', 'transparancy', 'board accountability', 'corporate compliance', 'health and safety', 'philanthropy']","[0.3089957499101253, 0.2059822774638048, 0.18679060888024276, 0.10304931485334472, 0.08203375443142634, 0.08191420461479658, 0.019788510865786427, 0.005892029686502671, 0.0038135358808308426, 0.0017400134131395591]","['S', 'E', 'E', 'S', 'E', 'G', 'G', 'G', 'S', 'S']"
how can cerns technology and know-how contribute to making our planet more sustainable?,"['natural resources', 'transparancy', 'emissions', 'philanthropy', 'pollution', 'training and education', 'board accountability', 'diversity and inclusion', 'health and safety', 'corporate compliance']","[0.5665967937262947, 0.33170554189948215, 0.03173830414324081, 0.03081272831802294, 0.017940129969162333, 0.014271926162542416, 0.003291005211755623, 0.0021482011793548745, 0.0007510809821954372, 0.0007442884079487145]","['E', 'G', 'E', 'S', 'E', 'S', 'G', 'S', 'S', 'G']"
ec: the cipea call for ideas we organised in 2022 helped to underline the potential of the cern community's competences to help to tackle climate change.,"['emissions', 'diversity and inclusion', 'natural resources', 'transparancy', 'pollution', 'philanthropy', 'training and education', 'board accountability', 'health and safety', 'corporate compliance']","[0.7509836916303795, 0.0652410056663218, 0.058157558206949574, 0.051619902614092494, 0.028666140866111967, 0.01845174225951445, 0.013685585911940364, 0.011096399874415134, 0.0010875378651323223, 0.0010104351051424666]","['E', 'S', 'E', 'G', 'E', 'S', 'S', 'G', 'S', 'G']"
"in parallel, we were solicited by external partners actively engaged in cleantech developments, as they wanted to benefit from cerns unique expertise to accelerate their innovation.","['transparancy', 'diversity and inclusion', 'natural resources', 'emissions', 'training and education', 'philanthropy', 'board accountability', 'pollution', 'health and safety', 'corporate compliance']","[0.2899265043168551, 0.2704839643796659, 0.1389543234481093, 0.10472660808748534, 0.06611949259961676, 0.06498691991389592, 0.04439364232971211, 0.011576331219526904, 0.00591519194428039, 0.0029170217608522906]","['G', 'S', 'E', 'E', 'S', 'S', 'G', 'E', 'S', 'G']"
this is why we started working on a preliminary roadmap for environmental applications and defining poles of competence where cern resources can be clustered and fostered to achieve the most impactful results.,"['natural resources', 'emissions', 'pollution', 'transparancy', 'diversity and inclusion', 'board accountability', 'training and education', 'philanthropy', 'corporate compliance', 'health and safety']","[0.7056839106899991, 0.10414437029294772, 0.0910007418953068, 0.06359069319002186, 0.016238744357906343, 0.011034260735328937, 0.0045816399301819195, 0.002174687708460557, 0.0012680731521134822, 0.00028287804773320646]","['E', 'E', 'E', 'G', 'S', 'G', 'S', 'S', 'G', 'S']"
what are some examples of promising cern poles of competence in environmental applications?,"['natural resources', 'emissions', 'pollution', 'transparancy', 'diversity and inclusion', 'board accountability', 'training and education', 'health and safety', 'corporate compliance', 'philanthropy']","[0.8148416158167537, 0.1216678180758508, 0.030492173079762947, 0.018682943765904014, 0.006411711099612069, 0.003850765324947451, 0.0022304446908233003, 0.0007905892488386632, 0.0005617991136113602, 0.0004701397838956431]","['E', 'E', 'E', 'G', 'S', 'G', 'S', 'S', 'G', 'S']"
ec: cern expertise could greatly contribute to the development of compact magnetic confinement fusion reactors or accelerator-driven systems for nuclear waste transmutation.,"['natural resources', 'transparancy', 'diversity and inclusion', 'health and safety', 'emissions', 'training and education', 'board accountability', 'pollution', 'philanthropy', 'corporate compliance']","[0.32525792580745244, 0.23683792852021018, 0.2245852423017444, 0.093356818606972, 0.039877138730052074, 0.027591112514057364, 0.019804085987724717, 0.015392002082872476, 0.014380514931667508, 0.002917230517246838]","['E', 'G', 'S', 'S', 'E', 'S', 'G', 'E', 'S', 'G']"
superconducting transmission lines can help to distribute  electricity without losses for grid and on-board applications.,"['transparancy', 'natural resources', 'diversity and inclusion', 'board accountability', 'health and safety', 'emissions', 'corporate compliance', 'philanthropy', 'pollution', 'training and education']","[0.6779187572482054, 0.21838483840242934, 0.06223669141051531, 0.014826069297007818, 0.008358353599154579, 0.007622595534248566, 0.004744183958469236, 0.0028487678554561945, 0.0017064695260850854, 0.001353273168428479]","['G', 'E', 'S', 'G', 'S', 'E', 'G', 'S', 'E', 'S']"
four main sectors with high potential impact on society and strong synergies with cerns technical domains of expertise.,"['training and education', 'diversity and inclusion', 'transparancy', 'natural resources', 'philanthropy', 'board accountability', 'emissions', 'corporate compliance', 'health and safety', 'pollution']","[0.326018701991833, 0.2938308232842281, 0.12331077094686561, 0.0875742382773894, 0.0606403379678888, 0.04694618832710526, 0.022311390530595516, 0.019702531017432016, 0.011456068495517058, 0.008208949161145207]","['S', 'S', 'G', 'E', 'S', 'G', 'E', 'G', 'S', 'E']"
"the french agence nationale pour la gestion des  dchets radioactifs (andra) is responsible for identifying, implementing and guaranteeing safe management solutions for radioactive waste, in order to protect present and future generations from the risks inherent in such substances.","['pollution', 'health and safety', 'natural resources', 'board accountability', 'transparancy', 'diversity and inclusion', 'emissions', 'training and education', 'philanthropy', 'corporate compliance']","[0.3876754037163961, 0.3765396197009851, 0.20791857610580694, 0.011295952567086816, 0.00926998404896346, 0.004311881794931401, 0.0012635346598242703, 0.0009461886790483973, 0.0006636185295163657, 0.00011524019744115074]","['E', 'S', 'E', 'G', 'G', 'S', 'E', 'S', 'S', 'G']"
"the autorit de sret nuclaire (asn) is the french  nuclear authority, which is responsible for the oversight of nuclear safety and radiation protection in order to protect people and the environment.","['health and safety', 'natural resources', 'board accountability', 'pollution', 'transparancy', 'diversity and inclusion', 'emissions', 'training and education', 'philanthropy', 'corporate compliance']","[0.49717967599505564, 0.3161418451531992, 0.09495031725944632, 0.06083939936680847, 0.018510972971003785, 0.00813335260188017, 0.002660191594758302, 0.0012593819990019911, 0.00020266918685713536, 0.00012219387198900435]","['S', 'E', 'G', 'E', 'G', 'S', 'E', 'S', 'S', 'G']"
cerns energy management panel (emp) examines  cerns energy consumption and identifies measures to improve efficiency organization-wide and promote energy reuse.,"['corporate compliance', 'emissions', 'board accountability', 'transparancy', 'natural resources', 'pollution', 'diversity and inclusion', 'philanthropy', 'training and education', 'health and safety']","[0.5581676499187397, 0.1387092585069741, 0.12808441060300746, 0.10167290616003218, 0.03200964378774699, 0.012851992571607738, 0.012778515954644807, 0.006079175283997323, 0.005200754725872389, 0.0044456924873773306]","['G', 'E', 'G', 'G', 'E', 'E', 'S', 'S', 'S', 'S']"
the cern environmental protection steering board  (ceps) was established in 2017.,"['natural resources', 'emissions', 'pollution', 'board accountability', 'transparancy', 'diversity and inclusion', 'health and safety', 'corporate compliance', 'training and education', 'philanthropy']","[0.4037983016920386, 0.27845334369328434, 0.2523107073041478, 0.04447898650265664, 0.006477063951779686, 0.006011911126386228, 0.004318275810784835, 0.0033889099115935787, 0.00039556381135606684, 0.00036693619597223]","['E', 'E', 'E', 'G', 'G', 'S', 'S', 'G', 'S', 'S']"
"its mandate is to identify environmental areas to be addressed, rank them in order of priority, propose programmes of action and, once the latter have been endorsed by the management, follow up their implementation.","['natural resources', 'pollution', 'transparancy', 'emissions', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'health and safety', 'training and education']","[0.7492687491907255, 0.16388537766080796, 0.044803584588379804, 0.019660176385967617, 0.018114312478195036, 0.0024111974057574146, 0.0011119744142684138, 0.0003961440124489893, 0.0002942075503561439, 5.427631309312662e-05]","['E', 'E', 'G', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
"the cern safety policy is the organizations reference  document for all matters relating to health, safety and environmental protection.","['health and safety', 'corporate compliance', 'natural resources', 'pollution', 'emissions', 'board accountability', 'transparancy', 'philanthropy', 'diversity and inclusion', 'training and education']","[0.7153100532434935, 0.22940339241004476, 0.04577438412020937, 0.004119844980009231, 0.0021842578847666404, 0.0015516470585724403, 0.0012405988387412747, 0.00018173627042997802, 0.00017009748004257394, 6.398771369017984e-05]","['S', 'G', 'E', 'E', 'E', 'G', 'G', 'S', 'S', 'S']"
the policy includes the explicit goal of limiting the impact of the organizations activities on the environment.,"['natural resources', 'emissions', 'pollution', 'corporate compliance', 'transparancy', 'board accountability', 'philanthropy', 'diversity and inclusion', 'training and education', 'health and safety']","[0.5646524318716974, 0.22192458382639674, 0.12996808238430374, 0.04349607976845294, 0.032642221931426046, 0.004375687203905467, 0.0020431843930415294, 0.0005146124142875287, 0.00019348943339672764, 0.00018962677309182672]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"the comit tripartite sur l'environnement (cte) is a  tripartite committee comprising representatives of cern and of the environmental authorities of the canton of geneva (switzerland) and the prefecture of ain (france), set up to examine non-radiological environmental matters.","['natural resources', 'diversity and inclusion', 'pollution', 'board accountability', 'transparancy', 'emissions', 'health and safety', 'philanthropy', 'corporate compliance', 'training and education']","[0.8670228383492714, 0.08540891558441954, 0.02667336703499031, 0.008628652660422065, 0.006445492617948601, 0.002400593494804475, 0.0012891533988256682, 0.0010490149456937106, 0.0006442950440819272, 0.0004376768695422975]","['E', 'S', 'E', 'G', 'G', 'E', 'S', 'S', 'G', 'S']"
the european intergovernmental research organisation  forum (eiroforum) is a consortium that brings together eight of europes large intergovernmental research organisations to promote and support european research through synergies.,"['diversity and inclusion', 'transparancy', 'board accountability', 'natural resources', 'emissions', 'pollution', 'philanthropy', 'health and safety', 'corporate compliance', 'training and education']","[0.35036990058986806, 0.3442713168688264, 0.09755272468726205, 0.06819657929645428, 0.06529228484522392, 0.02520465860409028, 0.02457447709487793, 0.014619955633165219, 0.005853418756887152, 0.004064683623344694]","['S', 'G', 'G', 'E', 'E', 'E', 'S', 'S', 'G', 'S']"
the fcc (future circular collider) feasibility study arose  from the 2020 update of the european strategy for particle physics.,"['transparancy', 'diversity and inclusion', 'board accountability', 'emissions', 'natural resources', 'health and safety', 'pollution', 'corporate compliance', 'philanthropy', 'training and education']","[0.4029288972871027, 0.3171043860799193, 0.10742105358741626, 0.06323547275005191, 0.029621819723880057, 0.029041879050211238, 0.016989049570091643, 0.013875311496707933, 0.012249976987302211, 0.007532153467316784]","['G', 'S', 'G', 'E', 'E', 'S', 'E', 'G', 'S', 'S']"
"it includes a scientific component and numerous technical considerations, as well as administrative and financial matters and extensive territorial feasibility studies relating to geology, environmental impact, infrastructures and civil engineering.","['natural resources', 'transparancy', 'emissions', 'board accountability', 'pollution', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'health and safety', 'training and education']","[0.8245361955639458, 0.14505935769159914, 0.009545476876787421, 0.008075045453100947, 0.006840873140567797, 0.0036027863240561246, 0.0017938418456310788, 0.00033819237588703793, 0.00014719433732601672, 6.10363910987207e-05]","['E', 'G', 'E', 'G', 'E', 'G', 'S', 'S', 'S', 'S']"
the global reporting initiative (gri) is an independent  international organisation that helps private and public bodies to understand and communicate their environmental impact by providing a sustainability reporting framework and guidelines.,"['natural resources', 'emissions', 'pollution', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education', 'health and safety']","[0.6137604908824758, 0.22155773811086266, 0.08972758246751987, 0.03331016264738998, 0.017689675626123672, 0.014957300566586434, 0.006826993072281611, 0.0010175500467513314, 0.0008686591873998022, 0.0002838473926088346]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"global warming potential (gwp) is a value that  describes the radiative forcing impact of one unit of a given greenhouse gas, relative to one unit of co2 over a given period of time.","['emissions', 'pollution', 'board accountability', 'diversity and inclusion', 'natural resources', 'transparancy', 'corporate compliance', 'training and education', 'philanthropy', 'health and safety']","[0.5259421246620728, 0.4673452120761258, 0.002451686710166758, 0.0011754525481524622, 0.0011032287219304364, 0.000986780608300874, 0.0005726387668775356, 0.0002012900744990645, 0.00011166704879036517, 0.00010991878308392508]","['E', 'E', 'G', 'S', 'E', 'G', 'G', 'S', 'S', 'S']"
the gwp values convert greenhouse gas emissions data for non-co2 gases into units of co2 equivalent.,"['pollution', 'emissions', 'natural resources', 'transparancy', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'health and safety', 'training and education', 'philanthropy']","[0.4617264689631647, 0.43246327881145386, 0.04871315276407729, 0.040714428716247066, 0.005764621653207148, 0.004921123190687385, 0.0038107948971227287, 0.0009326197103115478, 0.0005167054339537507, 0.00043680585977454015]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"the high-luminosity lhc (hl-lhc) is an upgrade of the  lhc designed to achieve instantaneous luminosities a factor of five larger than the lhcs nominal value, thereby enabling the experiments to enlarge their data sample by one order of magnitude compared with the lhc baseline programme.","['diversity and inclusion', 'transparancy', 'emissions', 'natural resources', 'board accountability', 'health and safety', 'training and education', 'philanthropy', 'pollution', 'corporate compliance']","[0.2774992295574028, 0.19431721337160657, 0.16877338637156877, 0.16836540366587752, 0.042683700747592486, 0.04143573145395053, 0.0378708142309262, 0.029281502241815846, 0.023153079012077065, 0.01661993934718218]","['S', 'G', 'E', 'E', 'G', 'S', 'S', 'S', 'E', 'G']"
the occupational health and safety and environmental  protection (hse) unit is responsible for all matters relating to health and safety and environmental protection at cern.,"['health and safety', 'pollution', 'natural resources', 'emissions', 'diversity and inclusion', 'transparancy', 'board accountability', 'corporate compliance', 'training and education', 'philanthropy']","[0.7660481960886857, 0.10815358983512029, 0.07694267378018424, 0.019557013165476735, 0.01249335382898624, 0.010492320413864801, 0.004175779237901148, 0.001383247085096206, 0.0004909246813005119, 0.0002629018833841996]","['S', 'E', 'E', 'E', 'S', 'G', 'G', 'G', 'S', 'S']"
the large hadron collider (lhc) is the worlds largest and  most powerful particle accelerator.,"['transparancy', 'diversity and inclusion', 'board accountability', 'health and safety', 'emissions', 'corporate compliance', 'natural resources', 'pollution', 'philanthropy', 'training and education']","[0.38826352634082284, 0.23572919290239558, 0.14690251774811725, 0.06981073186094179, 0.0411305640259491, 0.03383298163411212, 0.033237393360936285, 0.026952009095536907, 0.01545798966375034, 0.008683093367437826]","['G', 'S', 'G', 'S', 'E', 'G', 'E', 'E', 'S', 'S']"
it started operation in 2009 and consists of a 27-kilometre ring of superconducting magnets with a number of accelerating structures to boost the energy of the particles along the way.,"['transparancy', 'natural resources', 'diversity and inclusion', 'emissions', 'pollution', 'board accountability', 'health and safety', 'philanthropy', 'corporate compliance', 'training and education']","[0.6013465254550828, 0.11714491495774233, 0.10646356876716136, 0.06255651237310667, 0.0432444748179832, 0.03596744735052268, 0.017480287343228613, 0.007515603408846631, 0.005938993450660207, 0.0023416720756654686]","['G', 'E', 'S', 'E', 'E', 'G', 'S', 'S', 'G', 'S']"
materiality is a term used in sustainability reporting.,"['natural resources', 'corporate compliance', 'transparancy', 'emissions', 'board accountability', 'pollution', 'diversity and inclusion', 'philanthropy', 'health and safety', 'training and education']","[0.8777659082302888, 0.041749713334912335, 0.038239007967576136, 0.02420285491269227, 0.009089782658884856, 0.0034141720763244295, 0.0032456187940149567, 0.0008673836032258656, 0.0007149197293358853, 0.0007106386927444507]","['E', 'G', 'G', 'E', 'G', 'E', 'S', 'S', 'S', 'S']"
"in  this report, material topics are those that deal with the environmental impact of cern on internal and external stakeholders.","['natural resources', 'emissions', 'pollution', 'corporate compliance', 'transparancy', 'board accountability', 'health and safety', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.3751327797566134, 0.3387086987849461, 0.2676597261617181, 0.008569797131276022, 0.00782015012351859, 0.0013900320865904766, 0.0003150576083686944, 0.00021518507362141664, 0.00010112581737947963, 8.74474559677302e-05]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
the office fdral de la sant publique (foph for english  acronym) is the swiss federal office for public health.,"['health and safety', 'diversity and inclusion', 'board accountability', 'transparancy', 'pollution', 'emissions', 'training and education', 'philanthropy', 'natural resources', 'corporate compliance']","[0.8544487545011479, 0.05248235822468059, 0.04722932590565468, 0.02334419040901387, 0.011815730251641126, 0.007929806662277716, 0.0015355183011593555, 0.0006467545846702831, 0.00033546575018902485, 0.00023209540956552186]","['S', 'S', 'G', 'G', 'E', 'E', 'S', 'S', 'E', 'G']"
"it is responsible for public health in switzerland, including  matters of radiation protection.","['health and safety', 'board accountability', 'transparancy', 'pollution', 'emissions', 'diversity and inclusion', 'corporate compliance', 'training and education', 'natural resources', 'philanthropy']","[0.6773380215513853, 0.28003811375765786, 0.03569318496897233, 0.004199318330653675, 0.001618653127913069, 0.00073836924167634, 0.00012375415862476052, 9.77265021025394e-05, 8.676574351994785e-05, 6.609261749418411e-05]","['S', 'G', 'G', 'E', 'E', 'S', 'G', 'S', 'E', 'S']"
"the ordonnance sur les mouvements des dchets  (omod) regulates the transport of waste that is subject to control within switzerland, the transboundary movement of all types of waste, and the transport of special waste between third countries, when a swiss company organises or participates in the operation.","['corporate compliance', 'transparancy', 'pollution', 'natural resources', 'emissions', 'diversity and inclusion', 'health and safety', 'board accountability', 'philanthropy', 'training and education']","[0.3124236129910471, 0.2159245746007016, 0.17864299296276123, 0.1469538097959695, 0.10765949548936908, 0.02254408700857659, 0.008472323498496847, 0.006515663576609298, 0.0006061507784820485, 0.0002572892979866683]","['G', 'G', 'E', 'E', 'E', 'S', 'S', 'G', 'S', 'S']"
the ordonnance sur la radioprotection (orap) is the  swiss regulation on the protection of human beings and the environment against ionising radiation.,"['health and safety', 'pollution', 'natural resources', 'board accountability', 'diversity and inclusion', 'transparancy', 'emissions', 'corporate compliance', 'philanthropy', 'training and education']","[0.6570832996196356, 0.2373641155639278, 0.10124562502539924, 0.0018809637203412825, 0.001044819128389498, 0.0006277417549215313, 0.00027616703252382805, 0.00017431745547265642, 0.00016536809883897525, 0.00013758260054955496]","['S', 'E', 'E', 'G', 'S', 'G', 'E', 'G', 'S', 'S']"
"the prevention of pollution by liquid chemical agents  (polichem) working group was established to update and consolidate the inventory of the quantities and types of liquid chemical agents present on the cern sites, including performing risk assessments and establishing risk severity scores.","['pollution', 'health and safety', 'emissions', 'natural resources', 'transparancy', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'philanthropy', 'training and education']","[0.5629196446841573, 0.16266826593390638, 0.15520946452361029, 0.10443941727086738, 0.007528020595816056, 0.003063607765828376, 0.002719572125657865, 0.0007062317432149177, 0.000503627486532897, 0.00024214787040845471]","['E', 'S', 'E', 'E', 'G', 'S', 'G', 'G', 'S', 'S']"
