sentence,labels,scores,ESG
"cern has already funded and implemented some of the proposed mitigation actions, such as dismantling obsolete equipment, constructing the aforementioned retention basin near prvessin (p. 27) and replacing an old fuel tank.","['pollution', 'emissions', 'natural resources', 'corporate compliance', 'health and safety', 'transparancy', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.21979640347272217, 0.21899656256866085, 0.21059424170776103, 0.13975583337486508, 0.11333779445633864, 0.03908748397846702, 0.035411668170236145, 0.01591044340744364, 0.006850405935471456, 0.00025916292803395416]","['E', 'E', 'E', 'G', 'S', 'G', 'G', 'S', 'S', 'S']"
the large hadron collider (lhc) is the largest cryogenic  system in the world and one of the coldest places on earth.,"['health and safety', 'emissions', 'transparancy', 'natural resources', 'diversity and inclusion', 'board accountability', 'pollution', 'corporate compliance', 'philanthropy', 'training and education']","[0.4310236756268366, 0.16583177623573514, 0.13116744284674012, 0.11874909129636556, 0.08456029807870079, 0.03980438295584628, 0.013579014574222153, 0.007234204070353165, 0.004243463441974632, 0.0038066508732256064]","['S', 'E', 'G', 'E', 'S', 'G', 'E', 'G', 'S', 'S']"
"the lhc's main magnets operate at a temperature of 1.9 k  (-271.3c), colder than the 2.7 k (-270.5c) of outer space.","['natural resources', 'transparancy', 'health and safety', 'emissions', 'diversity and inclusion', 'board accountability', 'pollution', 'corporate compliance', 'training and education', 'philanthropy']","[0.4265730492716798, 0.17552875349660613, 0.1080500853347665, 0.06971305897786638, 0.06487946371491077, 0.06002349325040957, 0.0320674655732163, 0.026214578801362284, 0.023866607220872586, 0.013083444358309689]","['E', 'G', 'S', 'E', 'S', 'G', 'E', 'G', 'S', 'S']"
the lhc's cryogenic system requires some 130 tonnes of  helium to keep the magnets at 1.9 k. helium is extracted as a by-product of natural gas  production and is not a greenhouse gas.,"['natural resources', 'transparancy', 'emissions', 'health and safety', 'board accountability', 'pollution', 'diversity and inclusion', 'corporate compliance', 'philanthropy', 'training and education']","[0.7221689541401809, 0.06203607504579456, 0.058087190974262695, 0.04798890077365401, 0.02877872913142268, 0.028158476189872873, 0.02592558619824645, 0.015401835564710623, 0.008190646743099177, 0.003263605238756058]","['E', 'G', 'E', 'S', 'G', 'E', 'S', 'G', 'S', 'S']"
"it is supplied to cern, mainly in liquid state, by means of thermally insulated iso containers from world-leading industrial gas companies operating in europe.","['natural resources', 'emissions', 'transparancy', 'corporate compliance', 'diversity and inclusion', 'health and safety', 'pollution', 'board accountability', 'philanthropy', 'training and education']","[0.3163122490580902, 0.29764114457768126, 0.10358614766729175, 0.08305101019313672, 0.06432212458055298, 0.05949469675622575, 0.04964580463497294, 0.02231553065798167, 0.002257070409653751, 0.0013742214644129763]","['E', 'E', 'G', 'G', 'S', 'S', 'E', 'G', 'S', 'S']"
"the organizations total helium inventory at the end of 2020  amounted to 175 tonnes, the majority of which is used for cooling the superconducting magnets of the lhc.","['natural resources', 'emissions', 'transparancy', 'pollution', 'corporate compliance', 'diversity and inclusion', 'board accountability', 'health and safety', 'philanthropy', 'training and education']","[0.5193796139196403, 0.2713881104812044, 0.06455133669348252, 0.05888925882866202, 0.03251782752240737, 0.018429715193431628, 0.016305026985098493, 0.010805929293866926, 0.0071749346187013376, 0.0005582464635050259]","['E', 'E', 'G', 'E', 'G', 'S', 'G', 'S', 'S', 'S']"
"following the lhcs initial start-up in 2008, cern made an  effort to reduce its helium needs in terms of compensation for operational losses and equipment conditioning.","['natural resources', 'emissions', 'corporate compliance', 'health and safety', 'transparancy', 'board accountability', 'pollution', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.3175335641638559, 0.2606171209723487, 0.1220576118221617, 0.09731151552340007, 0.09221115281781661, 0.04012981362741169, 0.023026218103520475, 0.019748084754462495, 0.014403544017945205, 0.01296137419707714]","['E', 'E', 'G', 'S', 'G', 'G', 'E', 'S', 'S', 'S']"
annual operational losses were reduced from 30% of the lhc inventory down to 10%.,"['natural resources', 'health and safety', 'corporate compliance', 'transparancy', 'emissions', 'board accountability', 'diversity and inclusion', 'pollution', 'philanthropy', 'training and education']","[0.43866277526852093, 0.18542787364871655, 0.09414826340474532, 0.09155195008319021, 0.0898574044114779, 0.05015339856564889, 0.030458799718938948, 0.009870167196301408, 0.008150037007666724, 0.0017193306947931473]","['E', 'S', 'G', 'G', 'E', 'G', 'S', 'E', 'S', 'S']"
this effort was initiated during run 1 of the lhc (2008-2013) and completed and stabilised during run 2 (2015-2019).,"['natural resources', 'health and safety', 'diversity and inclusion', 'training and education', 'emissions', 'board accountability', 'corporate compliance', 'transparancy', 'philanthropy', 'pollution']","[0.15791552403754658, 0.15017812127312635, 0.14919805673050077, 0.14238642722237319, 0.11074803955354047, 0.07946683866335633, 0.07909042861904234, 0.07471164368362486, 0.046226515596545316, 0.010078404620343848]","['E', 'S', 'S', 'S', 'E', 'G', 'G', 'G', 'S', 'E']"
reducing the need for helium when restarting the lhc  after long shutdown periods has also been a priority.,"['natural resources', 'health and safety', 'transparancy', 'emissions', 'corporate compliance', 'pollution', 'board accountability', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.3802239711434054, 0.2571886353626751, 0.12566073759774812, 0.11651100189013722, 0.0642864810750006, 0.029650893856738896, 0.008673742149520717, 0.008129007383265533, 0.0058265814776301385, 0.003848948063878233]","['E', 'S', 'G', 'E', 'G', 'E', 'G', 'S', 'S', 'S']"
"while the restart phase after the first long shutdown (2013-2014) consumed 21% of the lhcs helium inventory, cern succeeded in halving helium consumption to about 11% of the inventory when restarting the lhc after the second long shutdown.","['natural resources', 'emissions', 'transparancy', 'pollution', 'board accountability', 'health and safety', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.3743351542926522, 0.23340796344629777, 0.1537251092599217, 0.0669990905415384, 0.05196458220975281, 0.04907616125684469, 0.03073944850246299, 0.025912946424668865, 0.007510705290682381, 0.0063288387751782044]","['E', 'E', 'G', 'E', 'G', 'S', 'G', 'S', 'S', 'S']"
"cern initially concentrated on reducing helium losses  related to the lhc, which represents 75% of the total helium inventory at cern.","['natural resources', 'emissions', 'pollution', 'board accountability', 'corporate compliance', 'transparancy', 'health and safety', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.5301793056614976, 0.3288722939965079, 0.07274665618967026, 0.02067657996921034, 0.015378150145372586, 0.013949931932991226, 0.009767004454285123, 0.004334355187457284, 0.003240487168556687, 0.0008552352944509542]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"after this very successful campaign, cern has also implemented close monitoring of the helium inventory for non-lhc related applications, including test bench facilities and experiments.","['corporate compliance', 'natural resources', 'emissions', 'board accountability', 'health and safety', 'diversity and inclusion', 'pollution', 'transparancy', 'philanthropy', 'training and education']","[0.19336283396077322, 0.19074373707903358, 0.18924978469176088, 0.18904141302000824, 0.14478927310748452, 0.033409362761012126, 0.02564961382071231, 0.023617059354251103, 0.005107650330332222, 0.005029271874631812]","['G', 'E', 'E', 'G', 'S', 'S', 'E', 'G', 'S', 'S']"
32 | cern environment report 2019 - 2020 | 33 the timpepix3 chip is a multi-purpose hybrid pixel detector with many applications outside cern.,"['emissions', 'transparancy', 'pollution', 'diversity and inclusion', 'natural resources', 'board accountability', 'corporate compliance', 'health and safety', 'philanthropy', 'training and education']","[0.6737022689161325, 0.1029638127522417, 0.08591844901809181, 0.06865420406318697, 0.04279416225223067, 0.01598202688066237, 0.0037688804152738466, 0.003412997939779834, 0.001827781234229814, 0.0009754165281704861]","['E', 'G', 'E', 'S', 'E', 'G', 'G', 'S', 'S', 'S']"
"cerns knowledge translates into impact across several  domains, including medical technology, the handling of big data, and the environment.","['transparancy', 'natural resources', 'health and safety', 'emissions', 'board accountability', 'diversity and inclusion', 'pollution', 'philanthropy', 'training and education', 'corporate compliance']","[0.3023115322518166, 0.25414780932291015, 0.17999350023538613, 0.11924316548393887, 0.03667621007677836, 0.02765190349113061, 0.025854817601183258, 0.021917622537753704, 0.0199407470599294, 0.012262691939172907]","['G', 'E', 'S', 'E', 'G', 'S', 'E', 'S', 'S', 'G']"
"ensuring that cerns knowledge and technologies reach society as a whole is enshrined in the organizations founding convention, which states that: the results of its experimental and theoretical work shall be published or otherwise made generally available.","['transparancy', 'philanthropy', 'diversity and inclusion', 'board accountability', 'emissions', 'natural resources', 'training and education', 'corporate compliance', 'pollution', 'health and safety']","[0.5621358751091299, 0.19181661252122076, 0.11859263822987372, 0.036575085004980835, 0.03465458163588849, 0.0180428649392935, 0.012636365172182496, 0.011302032251123844, 0.007402245138986165, 0.006841699997320377]","['G', 'S', 'S', 'G', 'E', 'E', 'S', 'G', 'E', 'S']"
"this has fostered a long-standing tradition of freely and openly sharing scientific knowledge for the benefit of all, which is manifested today in many forms.","['philanthropy', 'diversity and inclusion', 'transparancy', 'training and education', 'emissions', 'board accountability', 'natural resources', 'health and safety', 'pollution', 'corporate compliance']","[0.5996633656271863, 0.33693663449549416, 0.04620678568454065, 0.00736068161904019, 0.0029315123997590885, 0.002211379344915631, 0.0022094456537003395, 0.0019499016633753778, 0.00047428279263227185, 5.601071935608536e-05]","['S', 'S', 'G', 'S', 'E', 'G', 'E', 'S', 'E', 'G']"
"the organization engages in collaboration agreements with industry, supports spin- off companies, participates in projects co-funded by the european commission and is a pioneer in open-access scientific publishing.","['diversity and inclusion', 'transparancy', 'board accountability', 'philanthropy', 'natural resources', 'emissions', 'health and safety', 'corporate compliance', 'pollution', 'training and education']","[0.475155132610069, 0.2672334132787669, 0.06256560990666565, 0.055212699669904476, 0.054528114380101224, 0.04349549272902627, 0.015796817041704152, 0.012931605645433792, 0.007075088694310368, 0.006006026044018174]","['S', 'G', 'G', 'S', 'E', 'E', 'S', 'G', 'E', 'S']"
"cerns knowledge transfer group engages with experts in science, technology and industry in order to create opportunities for the transfer of cerns technology and know-how.","['transparancy', 'diversity and inclusion', 'emissions', 'philanthropy', 'natural resources', 'training and education', 'board accountability', 'pollution', 'health and safety', 'corporate compliance']","[0.46097200029435126, 0.11275086628713693, 0.10773906943252448, 0.08779557241639392, 0.06334715116400252, 0.05926141950957276, 0.05326354378192121, 0.02422846922625707, 0.01988357002745059, 0.01075833786038925]","['G', 'S', 'E', 'S', 'E', 'S', 'G', 'E', 'S', 'G']"
"during the period covered by this report, the organization  signed six license agreements and one non-disclosure agreement on technologies related to the environment.","['natural resources', 'corporate compliance', 'emissions', 'pollution', 'board accountability', 'transparancy', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.5639951001231617, 0.2624681246118064, 0.08827924556600922, 0.05364574768347463, 0.01523289750952515, 0.010763263530015818, 0.004049940122559506, 0.0008266437034841582, 0.0005717728991410135, 0.00016726425082244135]","['E', 'G', 'E', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
"in 2020, the knowledge transfer group hosted an innovation day focused on health, safety and the environment, which is also one of the focus areas for 2021. .","['health and safety', 'natural resources', 'transparancy', 'emissions', 'training and education', 'pollution', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'philanthropy']","[0.6411811908235903, 0.28011495009117476, 0.02487099528863009, 0.013218013500109786, 0.012088544535764406, 0.011175860414747146, 0.007030080940806843, 0.005902060258659743, 0.003085361329766845, 0.0013329428167500631]","['S', 'E', 'G', 'E', 'S', 'E', 'S', 'G', 'G', 'S']"
"the cern control and monitoring platform, c2mon, is a  modular java framework for fast-built, highly available, large- scale industrial monitoring and control solutions.","['emissions', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'pollution', 'natural resources', 'health and safety', 'training and education', 'philanthropy']","[0.3425052698894252, 0.12979554009818134, 0.12366544085592254, 0.11035816926587538, 0.10735697963254504, 0.09777768408321992, 0.048253022211066865, 0.02633159112239271, 0.007304091426411115, 0.006652211414959865]","['E', 'G', 'G', 'G', 'S', 'E', 'E', 'S', 'S', 'S']"
"it has been developed for cerns demanding infrastructure-monitoring needs, and is based on more than 10 years of experience with the technical infrastructure monitoring (tim) systems at cern.","['transparancy', 'emissions', 'natural resources', 'diversity and inclusion', 'corporate compliance', 'pollution', 'board accountability', 'health and safety', 'training and education', 'philanthropy']","[0.32030727413741816, 0.18612816900501206, 0.13499691661258426, 0.09850825472922357, 0.0754762770258383, 0.07160339915197486, 0.07013817129061867, 0.02131964175522754, 0.01580018121129661, 0.0057217150808059605]","['G', 'E', 'E', 'S', 'G', 'E', 'G', 'S', 'S', 'S']"
"it is distributed under the open source gnu lgplv.3 licence, a form of free software licence.","['transparancy', 'diversity and inclusion', 'board accountability', 'emissions', 'natural resources', 'philanthropy', 'training and education', 'pollution', 'health and safety', 'corporate compliance']","[0.34809965312507996, 0.15331378175536028, 0.12216504745352821, 0.12036038827150546, 0.107857901487415, 0.04348966851851329, 0.03256987660247929, 0.03001253987817918, 0.024277658435021242, 0.01785348447291808]","['G', 'S', 'G', 'E', 'E', 'S', 'S', 'E', 'S', 'G']"
"the c2mon technology is currently used in several initiatives, such as planetwatch (see in focus) and securaxis, a new acoustics sensor system designed to detect and report emergencies like fires and explosions.","['health and safety', 'natural resources', 'emissions', 'transparancy', 'pollution', 'diversity and inclusion', 'corporate compliance', 'board accountability', 'philanthropy', 'training and education']","[0.4442847516970216, 0.25948096485017413, 0.18094120880377423, 0.047093675528476965, 0.02212447761271623, 0.022022488847013605, 0.01185996257848155, 0.0062844325795341615, 0.005003346025011505, 0.0009046914777960456]","['S', 'E', 'E', 'G', 'E', 'S', 'G', 'G', 'S', 'S']"
the autorit de sret nuclaire (asn) is the french nuclear  authority responsible for the oversight of nuclear safety and radiation protection in order to protect people and the environment.,"['health and safety', 'natural resources', 'board accountability', 'pollution', 'transparancy', 'diversity and inclusion', 'emissions', 'training and education', 'philanthropy', 'corporate compliance']","[0.49252198874048286, 0.28856992576046436, 0.09315004536906267, 0.08884421519591451, 0.02285906924289632, 0.00854349288490195, 0.003272925478731963, 0.0017946240904025124, 0.0002636527960685892, 0.00018006044107426265]","['S', 'E', 'G', 'E', 'G', 'S', 'E', 'S', 'S', 'G']"
cern's energy management panel (emp) examines cerns  energy consumption and identifies measures to improve efficiency organisation-wide and promote energy reuse.,"['corporate compliance', 'transparancy', 'board accountability', 'emissions', 'natural resources', 'pollution', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.5790125307923027, 0.11437729378049051, 0.11137961755731268, 0.10605293028454268, 0.04770832676004335, 0.016215014140024013, 0.015816786938530236, 0.004400841604611722, 0.0031925867564850125, 0.001844071385656997]","['G', 'G', 'G', 'E', 'E', 'E', 'S', 'S', 'S', 'S']"
the cern environmental protection steering board (ceps) was  established in 2017.,"['natural resources', 'emissions', 'pollution', 'board accountability', 'diversity and inclusion', 'transparancy', 'health and safety', 'corporate compliance', 'training and education', 'philanthropy']","[0.40246971279143595, 0.27110893547655895, 0.25249040762208635, 0.04762632269547653, 0.007879349965057745, 0.006616918348912546, 0.005983825544523343, 0.00498723172465084, 0.0004254760071989748, 0.00041181982409879556]","['E', 'E', 'E', 'G', 'S', 'G', 'S', 'G', 'S', 'S']"
"ceps's mandate is to identify and prioritise environmental areas to be addressed, propose programmes of action, and follow-up their implementation following endorsement by the enlarged directorate.","['natural resources', 'pollution', 'emissions', 'transparancy', 'board accountability', 'diversity and inclusion', 'philanthropy', 'corporate compliance', 'health and safety', 'training and education']","[0.5381446853042405, 0.2742789013902433, 0.13349173720437968, 0.03634538715581069, 0.011786900435014538, 0.004392895790781276, 0.0005242591538146828, 0.0005038435521344035, 0.00043251383479630536, 9.887617878453841e-05]","['E', 'E', 'E', 'G', 'G', 'S', 'S', 'G', 'S', 'S']"
"the cern safety policy is the organizations reference  document for all matters relating to health, safety and environmental protection.","['health and safety', 'corporate compliance', 'natural resources', 'pollution', 'emissions', 'board accountability', 'transparancy', 'philanthropy', 'diversity and inclusion', 'training and education']","[0.7153100532434935, 0.22940339241004476, 0.04577438412020937, 0.004119844980009231, 0.0021842578847666404, 0.0015516470585724403, 0.0012405988387412747, 0.00018173627042997802, 0.00017009748004257394, 6.398771369017984e-05]","['S', 'G', 'E', 'E', 'E', 'G', 'G', 'S', 'S', 'S']"
the policy includes the explicit goal of limiting the impact of the organizations activities on the environment.,"['natural resources', 'emissions', 'pollution', 'corporate compliance', 'transparancy', 'board accountability', 'philanthropy', 'diversity and inclusion', 'training and education', 'health and safety']","[0.5646524318716974, 0.22192458382639674, 0.12996808238430374, 0.04349607976845294, 0.032642221931426046, 0.004375687203905467, 0.0020431843930415294, 0.0005146124142875287, 0.00019348943339672764, 0.00018962677309182672]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"the comit tripartite sur l'environnement (cte) is a tripartite  committee with cern, the environmental authorities of the canton of geneva (switzerland) and the prefectures of ain (france), regarding non-radiological environmental aspects.","['natural resources', 'diversity and inclusion', 'pollution', 'board accountability', 'transparancy', 'emissions', 'health and safety', 'philanthropy', 'corporate compliance', 'training and education']","[0.9405365104397577, 0.03965275190497129, 0.006922099173373223, 0.006028760241321176, 0.0029350996957490426, 0.0014418948387268163, 0.0009714061202578479, 0.0006595731903289438, 0.0004735575005946744, 0.0003783468949192912]","['E', 'S', 'E', 'G', 'G', 'E', 'S', 'S', 'G', 'S']"
the european intergovernmental research organisation forum  (eiroforum) is a consortium uniting eight of europe's large intergovernmental research organisations in promoting the quality and impact of european research.,"['transparancy', 'diversity and inclusion', 'natural resources', 'board accountability', 'emissions', 'pollution', 'health and safety', 'philanthropy', 'corporate compliance', 'training and education']","[0.2997161776354849, 0.27364480779360234, 0.15386856655968642, 0.10958087030031902, 0.08532628465521608, 0.02495377316692739, 0.021776498593122695, 0.02143955187294564, 0.005231172708678127, 0.004462296714017381]","['G', 'S', 'E', 'G', 'E', 'E', 'S', 'S', 'G', 'S']"
the global reporting initiative (gri) is an international  independent organisation helping private and public bodies understand and communicate their impact through the development of a sustainability reporting framework and set of guidelines.,"['natural resources', 'emissions', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'pollution', 'philanthropy', 'training and education', 'health and safety']","[0.4325707043350101, 0.16462299342997996, 0.13316679466243175, 0.12132475132238532, 0.053280702872542496, 0.0482468058668899, 0.03190288978940009, 0.007208482613692704, 0.004109983405657162, 0.0035658917020104978]","['E', 'E', 'G', 'G', 'G', 'S', 'E', 'S', 'S', 'S']"
"global warming potential (gwp) is a value describing the  radiative forcing impact of one unit of a given greenhouse gas, relative to one unit of co2 over a given period of time.","['emissions', 'pollution', 'board accountability', 'natural resources', 'diversity and inclusion', 'transparancy', 'corporate compliance', 'training and education', 'philanthropy', 'health and safety']","[0.5255141759120036, 0.46857928956943706, 0.002003279838170118, 0.0010812036215107996, 0.0010235666125769354, 0.0009656444171640558, 0.0004862929228156155, 0.00016537532943570058, 9.848114555086552e-05, 8.269063133531604e-05]","['E', 'E', 'G', 'E', 'S', 'G', 'G', 'S', 'S', 'S']"
the gwp values convert greenhouse gas emissions data for  non-co2 gases into units of co2 equivalent.,"['pollution', 'emissions', 'transparancy', 'natural resources', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'health and safety', 'training and education', 'philanthropy']","[0.46660643625793174, 0.42866765601015305, 0.04574143349958557, 0.04219842013887995, 0.005616060228869038, 0.0045790391677488634, 0.004537671474149837, 0.0009729250761378843, 0.0005833162347419652, 0.0004970419118020743]","['E', 'E', 'G', 'E', 'G', 'G', 'S', 'S', 'S', 'S']"
"the high luminosity lhc (hl-lhc) is an upgrade of the lhc to  achieve instantaneous luminosities a factor of five larger than the lhc nominal value, thereby enabling the experiments to enlarge their data sample by one order of magnitude compared with the lhc baseline programme.","['diversity and inclusion', 'emissions', 'natural resources', 'transparancy', 'training and education', 'board accountability', 'health and safety', 'philanthropy', 'pollution', 'corporate compliance']","[0.2771080376096705, 0.23788946024234175, 0.1887990407076753, 0.13064945573808348, 0.04090509787638158, 0.036890469538974256, 0.0315567269852131, 0.02255821143953366, 0.02210041884610961, 0.011543081016016738]","['S', 'E', 'E', 'G', 'S', 'G', 'S', 'S', 'E', 'G']"
the occupational health and safety and environmental protection  unit (hse) is responsible for all matters regarding health and safety and environmental protection at cern.,"['health and safety', 'pollution', 'natural resources', 'emissions', 'transparancy', 'diversity and inclusion', 'board accountability', 'corporate compliance', 'training and education', 'philanthropy']","[0.6767824425963425, 0.1436542890599931, 0.12183506782308565, 0.030607668566374095, 0.011550641244497527, 0.008700144989790987, 0.005198771561887349, 0.0009436797228584825, 0.0004660148697476245, 0.00026127956542272085]","['S', 'E', 'E', 'E', 'G', 'S', 'G', 'G', 'S', 'S']"
the international union for conservation of nature (iucn) is the  global authority on the status of the natural world and the measures needed to safeguard it.,"['natural resources', 'board accountability', 'transparancy', 'diversity and inclusion', 'emissions', 'pollution', 'philanthropy', 'training and education', 'health and safety', 'corporate compliance']","[0.9771637903793612, 0.007695306954562827, 0.006715186616335193, 0.005177587333205982, 0.0015553656676799924, 0.0010043102300201028, 0.0002084605195870673, 0.00016810621141285102, 0.00015929725458382966, 0.00015258883325093756]","['E', 'G', 'G', 'S', 'E', 'E', 'S', 'S', 'S', 'G']"
the large hadron collider (lhc) is the worlds largest and  most powerful particle accelerator.,"['transparancy', 'diversity and inclusion', 'board accountability', 'health and safety', 'emissions', 'corporate compliance', 'natural resources', 'pollution', 'philanthropy', 'training and education']","[0.38826352634082284, 0.23572919290239558, 0.14690251774811725, 0.06981073186094179, 0.0411305640259491, 0.03383298163411212, 0.033237393360936285, 0.026952009095536907, 0.01545798966375034, 0.008683093367437826]","['G', 'S', 'G', 'S', 'E', 'G', 'E', 'E', 'S', 'S']"
it first started up on 10 september 2008 and consists of a 27-kilometre ring of superconducting magnets with a number of accelerating structures to boost the energy of the particles along the way.,"['transparancy', 'natural resources', 'diversity and inclusion', 'emissions', 'pollution', 'board accountability', 'health and safety', 'philanthropy', 'corporate compliance', 'training and education']","[0.5985625038876672, 0.10965792129020635, 0.10274279705342076, 0.07438616957288292, 0.0432530390671611, 0.0393579334710954, 0.014877906221305706, 0.00855600451882246, 0.004674164078626067, 0.003931560838811991]","['G', 'E', 'S', 'E', 'E', 'G', 'S', 'S', 'G', 'S']"
materiality is a term used in sustainability reporting.,"['natural resources', 'corporate compliance', 'transparancy', 'emissions', 'board accountability', 'pollution', 'diversity and inclusion', 'philanthropy', 'health and safety', 'training and education']","[0.8777659082302888, 0.041749713334912335, 0.038239007967576136, 0.02420285491269227, 0.009089782658884856, 0.0034141720763244295, 0.0032456187940149567, 0.0008673836032258656, 0.0007149197293358853, 0.0007106386927444507]","['E', 'G', 'G', 'E', 'G', 'E', 'S', 'S', 'S', 'S']"
"in this  report, material topics are those reflecting the environmental impact of cern and/or those influencing internal and external stakeholders.","['natural resources', 'emissions', 'pollution', 'transparancy', 'corporate compliance', 'board accountability', 'diversity and inclusion', 'health and safety', 'philanthropy', 'training and education']","[0.3941759625204918, 0.3293295824221914, 0.26436780562107465, 0.008585048490866042, 0.002020956152574856, 0.0008864633166732543, 0.0002700576657979205, 0.00022522334684313658, 7.914340084420337e-05, 5.9757062642723485e-05]","['E', 'E', 'E', 'G', 'G', 'G', 'S', 'S', 'S', 'S']"
"the fondation nature & economie is a swiss foundation that  promotes work, living and study environments that are close to nature, and awards a quality label to exemplary sites.","['natural resources', 'philanthropy', 'training and education', 'transparancy', 'board accountability', 'diversity and inclusion', 'emissions', 'pollution', 'health and safety', 'corporate compliance']","[0.5881860739901773, 0.33452243589470615, 0.05228107202658754, 0.011566482483751559, 0.004934625035164117, 0.004334590387749531, 0.0020703184421659707, 0.0012728686366723402, 0.0007075450755999204, 0.0001239880274255677]","['E', 'S', 'S', 'G', 'G', 'S', 'E', 'E', 'S', 'G']"
cern has been rewarded with the label since 2009 for its  efforts to protect biodiversity.,"['natural resources', 'diversity and inclusion', 'philanthropy', 'board accountability', 'transparancy', 'corporate compliance', 'health and safety', 'emissions', 'pollution', 'training and education']","[0.7361179154480946, 0.1777814199843056, 0.043559543603261704, 0.029756387220071658, 0.005789915533024018, 0.0029814748136227716, 0.0015205891016550556, 0.0008550502860256599, 0.0008437927709978687, 0.0007939112389411015]","['E', 'S', 'S', 'G', 'G', 'G', 'S', 'E', 'E', 'S']"
the office fdral de la sant publique (ofsp) is the swiss  federal office for publish health.,"['health and safety', 'board accountability', 'diversity and inclusion', 'transparancy', 'emissions', 'pollution', 'training and education', 'natural resources', 'corporate compliance', 'philanthropy']","[0.8425699341447758, 0.05923551277521009, 0.05408108888446161, 0.021342203800195053, 0.009621594222054915, 0.005152651673587818, 0.0031828993668087985, 0.0018434130780389264, 0.0015371684763178539, 0.0014335335785491386]","['S', 'G', 'S', 'G', 'E', 'E', 'S', 'E', 'G', 'S']"
"the authority is responsible for responsible for public health in switzerland, including matters of radiation protection.","['health and safety', 'board accountability', 'transparancy', 'pollution', 'diversity and inclusion', 'emissions', 'natural resources', 'corporate compliance', 'training and education', 'philanthropy']","[0.6845059923434601, 0.262691394294822, 0.02927204805784877, 0.01857983475028633, 0.002697834441800644, 0.0016765530670797971, 0.00018268639643388956, 0.000150491280499499, 0.00012854724913594282, 0.00011461811863295888]","['S', 'G', 'G', 'E', 'S', 'E', 'E', 'G', 'S', 'S']"
"the prevention of pollution by liquid chemical agents (polichem)  was a working group with the purpose to update and consolidate the inventory of the quantities and types of liquid chemical agents present on cern sites, with risk assessments and risk severity scores.","['pollution', 'natural resources', 'health and safety', 'emissions', 'diversity and inclusion', 'transparancy', 'board accountability', 'philanthropy', 'corporate compliance', 'training and education']","[0.7009918457670699, 0.10146419552517937, 0.09665210880151094, 0.0935336056230866, 0.0021861086170457903, 0.002146455914235844, 0.0020357379555173646, 0.0003933286439983553, 0.00037428287946271823, 0.00022233027289312614]","['E', 'E', 'S', 'E', 'S', 'G', 'G', 'S', 'G', 'S']"
the plan rgional d'evacuation des eaux (pree) is a regional  water evacuation plan in the canton of geneva.,"['natural resources', 'emissions', 'pollution', 'health and safety', 'diversity and inclusion', 'transparancy', 'board accountability', 'philanthropy', 'corporate compliance', 'training and education']","[0.42906304043093824, 0.25683040519447375, 0.21161576352537495, 0.09234890418406229, 0.004258178298207402, 0.0027161531529256992, 0.0023112316301625063, 0.0003881710729796816, 0.00031807581041443117, 0.00015007670046104053]","['E', 'E', 'E', 'S', 'S', 'G', 'G', 'S', 'G', 'S']"
"this report refers specifically to the pree for the nant d'avril, a watercourse near cern, and includes a plan with 14 actions to be undertaken.","['natural resources', 'pollution', 'health and safety', 'transparancy', 'emissions', 'board accountability', 'corporate compliance', 'diversity and inclusion', 'philanthropy', 'training and education']","[0.38976952381402785, 0.3686559048298397, 0.22020807147470264, 0.00918125451275453, 0.00446959414693011, 0.0034408309414331595, 0.003174127703681332, 0.0006217288868568626, 0.0003411142234754177, 0.00013784946629840855]","['E', 'E', 'S', 'G', 'E', 'G', 'G', 'S', 'S', 'S']"
science gateway will be an education and outreach facility  next to the globe of science and innovation.,"['training and education', 'diversity and inclusion', 'transparancy', 'philanthropy', 'board accountability', 'natural resources', 'emissions', 'health and safety', 'pollution', 'corporate compliance']","[0.8055990639537088, 0.09104926169072146, 0.058310389382818774, 0.02998314465903949, 0.008096911431987697, 0.0036485329569941054, 0.0016671303439584494, 0.0007278276839795479, 0.0005665042250220069, 0.00035123367176968654]","['S', 'S', 'G', 'S', 'G', 'E', 'E', 'S', 'E', 'G']"
